datetime,doy,dap,hour,LN,lai,Icsun,Icsh,laisun,laish,sunhgt,aAn,bAn,leaf,assim,assimSum,dvs
2017-09-20 15:00:00,263,0.0,15,6.057739243281369,0.0025222706332550084,0.6096182833667334,0.00021387511465420023,0.002520870832252178,1.3998010028304884e-06,0.6039435021039131,-1.9952283935649326,-2.0381325407005506,1.0,-0.000543517132427307,0.6230139374075967,0.01873414654654043
2017-09-20 16:00:00,263,0.0,16,6.061433582037293,0.0025222706332550084,0.5501496495008632,0.0002763558243416951,0.002520295897125038,1.974736129970421e-06,0.4142377508327244,-1.9454451837326847,-1.984273504770048,1.0,-0.0005299577205722745,0.6224839796870244,0.01991855441887975
2017-09-20 17:00:00,263,0.0,17,6.065107775171002,0.0025222706332550084,0.7179159812600713,0.0007351128441074976,0.002518485431912816,3.7852013421925575e-06,0.21145148903185462,-1.9694668841816434,-2.0199959010880897,1.0,-0.0005365137327453594,0.6219474659542791,0.021094858889833788
2017-09-20 18:00:00,263,0.0,18,6.068838071331864,0.0025222706332550084,0.15018997524882183,0.0009290837048968209,0.00250642608634677,1.5844546908238416e-05,0.05,-1.903877984420242,-1.9144664797343622,1.0,-0.0005186444363259773,0.6214288215179531,0.022295321801968318
2017-09-20 19:00:00,263,0.0,19,6.072638068419351,0.0025222706332550084,0.02805746790362604,0.00017356508772797748,0.00250642608634677,1.5844546908238416e-05,0.05,-1.7321993181709017,-1.734198530367434,1.0,-0.00047186357196005,0.620956957945993,0.023538574353569024
2017-09-20 20:00:00,263,0.0,20,6.0764669611785145,0.0025222706332550084,0.000412609822112148,2.5524277607055516e-06,0.00250642608634677,1.5844546908238416e-05,0.05,-1.5554656708555326,-1.5554954025847634,1.0,-0.00042371703220186677,0.6205332409137911,0.02482525627905493
2017-09-20 21:00:00,263,0.0,21,6.080286646719829,0.0025222706332550084,0.000412609822112148,2.5524277607055516e-06,0.00250642608634677,1.5844546908238416e-05,0.05,-1.43278438155602,-1.4328143589144593,1.0,-0.00039029800799118776,0.6201429429058,0.02614135285733458
2017-09-20 22:00:00,263,0.0,22,6.084097588784802,0.0025222706332550084,0.0,0.0,0.00250642608634677,1.5844546908238416e-05,0.05,-1.393953482612147,-1.393953482612147,1.0,-0.00037972021679814574,0.6197632226890019,0.027466497844117675
2017-09-20 23:00:00,263,0.0,23,6.087887821523046,0.0025222706332550084,0.0,0.0,0.00250642608634677,1.5844546908238416e-05,0.05,-1.3313460276915587,-1.3313460276915587,1.0,-0.00036266561874148976,0.6194005570702603,0.0288057451175484
2017-09-21 00:00:00,264,1.0,0,6.091662013172344,0.0025222706332550084,0.000412609822112148,2.5524277607055516e-06,0.00250642608634677,1.5844546908238416e-05,0.05,-1.2950111471748513,-1.2950414218830724,1.0,-0.0003527678591221725,0.6190477892111381,0.030152808652586172
2017-09-21 01:00:00,264,1.0,1,6.0954240299037865,0.0025222706332550084,0.0,0.0,0.00250642608634677,1.5844546908238416e-05,0.05,-1.2713501638685176,-1.2713501638685176,1.0,-0.0003463224317542265,0.6187014667793839,0.03150479106422902
2017-09-21 02:00:00,264,1.0,2,6.0991727015567365,0.0025222706332550084,0.000412609822112148,2.5524277607055516e-06,0.00250642608634677,1.5844546908238416e-05,0.05,-1.2480299306244567,-1.2480603125216223,1.0,-0.0003399699302810727,0.6183614968491028,0.03286144518461682
2017-09-21 03:00:00,264,1.0,3,6.102906870548912,0.0025222706332550084,0.000412609822112148,2.5524277607055516e-06,0.00250642608634677,1.5844546908238416e-05,0.05,-1.2251357442189905,-1.2251661795018864,1.0,-0.00033373343429580744,0.618027763414807,0.03422251178273585
2017-09-21 04:00:00,264,1.0,4,6.106590713605395,0.0025222706332550084,0.000412609822112148,2.5524277607055516e-06,0.00250642608634677,1.5844546908238416e-05,0.05,-1.1587651329142692,-1.1587957274627867,1.0,-0.0003156537330373957,0.6177121096817696,0.03559513422120307
2017-09-21 05:00:00,264,1.0,5,6.1102142767609795,0.0025222706332550084,0.000412609822112148,2.5524277607055516e-06,0.00250642608634677,1.5844546908238416e-05,0.05,-1.0957374636933133,-1.0957682160752014,1.0,-0.00029848466667836086,0.6174136250150912,0.03697650913273484
2017-09-21 06:00:00,264,1.0,6,6.113767965696709,0.0025222706332550084,0.000412609822112148,2.5524277607055516e-06,0.00250642608634677,1.5844546908238416e-05,0.05,-1.0358976808043412,-1.0359285894712713,1.0,-0.000282183997221027,0.6171314410178702,0.03836344581202768
2017-09-21 07:00:00,264,1.0,7,6.1172962949013785,0.0025222706332550084,0.08207770962815561,8.603745999804613e-05,0.0025184075113812722,3.8631218737361465e-06,0.20711937648667966,-1.0104689761625316,-1.0166583096229196,1.0,-0.0002752596145302642,0.61685618140334,0.03975145587751324
2017-09-21 08:00:00,264,1.0,8,6.12095122002615,0.0025222706332550084,0.38992553765317456,0.00019806930458141894,0.0025202749082425895,1.9957250124188856e-06,0.4096159475653214,-1.0977334613617986,-1.1268593260669442,1.0,-0.00029903461199470106,0.6165571467913453,0.041128828443834364
2017-09-21 09:00:00,264,1.0,9,6.124758629904769,0.0025222706332550084,0.7047679466762393,0.00024917476159828515,0.002520860323532049,1.4103097229593853e-06,0.5988096669446497,-1.329590441539985,-1.3811998529232012,1.0,-0.00036219524870241364,0.6161949515426429,0.04245689514785926
2017-09-21 10:00:00,264,1.0,10,6.128566799774603,0.0025222706332550084,0.8448089656313789,0.00024239355080581918,0.002521119438570064,1.1511946849443976e-06,0.7622872291024271,-1.642583508405311,-1.70314646753781,1.0,-0.0004474558654930463,0.6157474956771499,0.04370765811937808
2017-09-21 11:00:00,264,1.0,11,6.132334024389466,0.0025222706332550084,1.1124625573314204,0.0002854316973524924,0.0025212386316463887,1.0320016086196905e-06,0.8794077779045857,-1.7513863135346317,-1.8305006661990142,1.0,-0.0004770956065232553,0.6152704000706267,0.04492785074494833
2017-09-21 12:00:00,264,1.0,12,6.136064320550328,0.0025222706332550084,1.4285960240269637,0.0003537906144394989,0.002521273833707773,9.96799547235347e-07,0.9232630653323419,-1.8134526092383285,-1.9145073032043456,1.0,-0.0004940048511743072,0.6147763952194524,0.04612831365708286
